"Job_Role","Company","Location","Job Type","Salary","Experience Required","Date","Job Portal","Education Requirement","Skills","Remote/Onsite","Company Size"
"Marketing Executive","Deloitte","Hyderabad","Part-time","2000000.0","2-5 years","2025-01-10","LinkedIn","B.Tech","React, Digital Marketing, Excel","Onsite","Medium (51-500)"
"Marketing Executive","HCL","Noida","Part-time","650000.0","5-10 years","2025-01-13","LinkedIn","M.Tech","AWS, Java, Machine Learning","Hybrid","Small (1-50)"
"HR Manager","Google","Mumbai","Internship","650000.0","0-2 years","2025-01-02","Indeed","B.Tech","C++, Digital Marketing, SQL","Hybrid","Medium (51-500)"
"Marketing Executive","HCL","Kolkata","Contract","400000.0","5-10 years","2024-12-23","Indeed","B.Tech","React, Java, Python","Hybrid","Large (500+)"
"Data Scientist","Google","Bangalore","Internship","1000000.0","5-10 years","2025-01-22","Indeed","B.Sc","React, Excel, C++","Onsite","Small (1-50)"
"HR Manager","TCS","Chennai","Part-time","1600000.0","5-10 years","2025-01-05","Naukri.com","B.Sc","Digital Marketing, AWS, UI/UX","Remote","Large (500+)"
"Sales Representative","TCS","Bangalore","Contract","2000000.0","5-10 years","2025-01-08","Naukri.com","B.Tech","React, Java, Python","Remote","Large (500+)"
"HR Manager","Google","Mumbai","Internship","1000000.0","5-10 years","2025-01-22","Naukri.com","PhD","UI/UX, Digital Marketing, SQL","Onsite","Large (500+)"
"HR Manager","Google","Mumbai","Part-time","2000000.0","10+ years","2025-01-18","Indeed","PhD","Machine Learning, React, Python","Hybrid","Large (500+)"
"Product Manager","IBM","Mumbai","Contract","400000.0","5-10 years","2025-01-03","Naukri.com","MBA","Python, Excel, Java","Remote","Small (1-50)"
"Marketing Executive","Google","Mumbai","Contract","650000.0","5-10 years","2025-01-05","Naukri.com","M.Tech","Machine Learning, React, AWS","Onsite","Small (1-50)"
"HR Manager","TCS","Jaipur","Full-time","1600000.0","5-10 years","2025-01-22","Naukri.com","M.Tech","React, C++, Python","Hybrid","Small (1-50)"
"Graphic Designer","Infosys","Kolkata","Contract","400000.0","2-5 years","2024-12-28","Naukri.com","MBA","Java, C++, UI/UX","Hybrid","Medium (51-500)"
"Cyber Security Analyst","IBM","Bangalore","Part-time","1000000.0","10+ years","2025-01-16","Naukri.com","MBA","SQL, React, C++","Hybrid","Medium (51-500)"
"Business Analyst","TCS","Chennai","Internship","2000000.0","5-10 years","2025-01-06","LinkedIn","B.Tech","C++, Excel, React","Hybrid","Medium (51-500)"
"Business Analyst","Accenture","Delhi","Full-time","650000.0","10+ years","2025-01-10","Naukri.com","M.Tech","Digital Marketing, Python, Java","Hybrid","Medium (51-500)"
"Financial Analyst","TCS","Pune","Part-time","1000000.0","2-5 years","2025-01-17","Indeed","M.Tech","SQL, C++, Excel","Hybrid","Small (1-50)"
"Business Analyst","Accenture","Ahmedabad","Internship","400000.0","2-5 years","2025-01-05","Naukri.com","MBA","Java, UI/UX, Machine Learning","Onsite","Medium (51-500)"
"Business Analyst","Infosys","Kolkata","Full-time","1000000.0","10+ years","2024-12-30","LinkedIn","PhD","Machine Learning, C++, Excel","Remote","Small (1-50)"
"Software Engineer","TCS","Chennai","Contract","2000000.0","10+ years","2024-12-27","Indeed","B.Sc","UI/UX, AWS, Machine Learning","Onsite","Large (500+)"
"Business Analyst","Amazon","Chennai","Internship","2000000.0","10+ years","2025-01-17","LinkedIn","B.Sc","UI/UX, C++, React","Remote","Medium (51-500)"
"Graphic Designer","Infosys","Chennai","Contract","1600000.0","10+ years","2024-12-30","LinkedIn","B.Sc","AWS, React, Machine Learning","Onsite","Small (1-50)"
"HR Manager","Accenture","Bangalore","Internship","2000000.0","0-2 years","2025-01-05","Naukri.com","B.Sc","Python, AWS, UI/UX","Remote","Small (1-50)"
"Marketing Executive","Infosys","Jaipur","Part-time","400000.0","5-10 years","2024-12-27","LinkedIn","M.Tech","C++, Excel, Machine Learning","Remote","Small (1-50)"
"Graphic Designer","Microsoft","Mumbai","Part-time","2000000.0","2-5 years","2024-12-26","Indeed","PhD","Digital Marketing, Java, Python","Onsite","Large (500+)"
"Data Scientist","Accenture","Pune","Contract","2000000.0","10+ years","2024-12-31","Naukri.com","B.Tech","Python, Excel, UI/UX","Remote","Medium (51-500)"
"Business Analyst","Infosys","Delhi","Internship","650000.0","0-2 years","2025-01-07","Naukri.com","B.Sc","AWS, React, SQL","Hybrid","Large (500+)"
"Sales Representative","Amazon","Bangalore","Full-time","650000.0","2-5 years","2025-01-20","LinkedIn","M.Tech","Excel, C++, UI/UX","Onsite","Large (500+)"
"Data Scientist","Accenture","Jaipur","Part-time","1600000.0","10+ years","2025-01-20","LinkedIn","MBA","AWS, React, Python","Remote","Small (1-50)"
"Financial Analyst","IBM","Pune","Part-time","2000000.0","0-2 years","2025-01-07","Naukri.com","MBA","Digital Marketing, Python, SQL","Remote","Small (1-50)"
"Software Engineer","Google","Bangalore","Part-time","400000.0","0-2 years","2025-01-19","Naukri.com","M.Tech","React, C++, Excel","Remote","Small (1-50)"
"Graphic Designer","TCS","Hyderabad","Internship","1600000.0","0-2 years","2025-01-08","Naukri.com","MBA","Excel, React, C++","Onsite","Large (500+)"
"Product Manager","Infosys","Chennai","Part-time","2000000.0","10+ years","2024-12-28","Indeed","B.Tech","SQL, AWS, Python","Hybrid","Medium (51-500)"
"Sales Representative","Amazon","Bangalore","Contract","1000000.0","10+ years","2025-01-17","Naukri.com","B.Sc","Python, Digital Marketing, Machine Learning","Hybrid","Medium (51-500)"
"Product Manager","TCS","Chennai","Part-time","1000000.0","10+ years","2025-01-20","Naukri.com","MBA","SQL, Digital Marketing, Excel","Onsite","Large (500+)"
"Software Engineer","Infosys","Mumbai","Full-time","2000000.0","2-5 years","2025-01-17","LinkedIn","B.Sc","C++, UI/UX, AWS","Remote","Large (500+)"
"Graphic Designer","TCS","Delhi","Contract","2000000.0","10+ years","2024-12-25","LinkedIn","M.Tech","Java, Python, SQL","Hybrid","Large (500+)"
"HR Manager","HCL","Jaipur","Internship","400000.0","0-2 years","2025-01-19","Naukri.com","B.Sc","Digital Marketing, Python, SQL","Remote","Small (1-50)"
"Data Scientist","Deloitte","Mumbai","Internship","650000.0","5-10 years","2025-01-20","Indeed","B.Tech","C++, Digital Marketing, React","Hybrid","Large (500+)"
"HR Manager","HCL","Kolkata","Part-time","2000000.0","0-2 years","2024-12-28","LinkedIn","PhD","AWS, SQL, Excel","Onsite","Large (500+)"
"Business Analyst","Accenture","Chennai","Contract","1600000.0","5-10 years","2025-01-08","Indeed","B.Tech","UI/UX, Java, Machine Learning","Onsite","Medium (51-500)"
"Software Engineer","Accenture","Pune","Contract","1600000.0","0-2 years","2024-12-27","LinkedIn","M.Tech","Python, C++, AWS","Remote","Medium (51-500)"
"Business Analyst","HCL","Ahmedabad","Full-time","1600000.0","10+ years","2025-01-08","Indeed","MBA","Python, React, Java","Remote","Large (500+)"
"Product Manager","Google","Delhi","Internship","1600000.0","2-5 years","2024-12-29","LinkedIn","B.Sc","UI/UX, AWS, Python","Onsite","Small (1-50)"
"Business Analyst","TCS","Delhi","Contract","1600000.0","5-10 years","2025-01-16","Naukri.com","PhD","Java, AWS, Excel","Onsite","Medium (51-500)"
"Cyber Security Analyst","Google","Delhi","Contract","2000000.0","5-10 years","2025-01-16","Naukri.com","MBA","Java, UI/UX, Python","Onsite","Medium (51-500)"
"Financial Analyst","IBM","Delhi","Part-time","650000.0","10+ years","2025-01-07","LinkedIn","B.Sc","AWS, Excel, Java","Remote","Small (1-50)"
"Cyber Security Analyst","IBM","Pune","Full-time","1600000.0","0-2 years","2024-12-31","Naukri.com","M.Tech","Python, Java, Digital Marketing","Hybrid","Large (500+)"
"Product Manager","Accenture","Bangalore","Contract","1000000.0","10+ years","2025-01-11","LinkedIn","MBA","Java, Python, SQL","Hybrid","Small (1-50)"
"Software Engineer","Accenture","Delhi","Part-time","650000.0","5-10 years","2024-12-24","Naukri.com","M.Tech","Digital Marketing, UI/UX, Java","Onsite","Medium (51-500)"
"Business Analyst","Infosys","Delhi","Internship","650000.0","10+ years","2025-01-16","LinkedIn","B.Tech","Digital Marketing, React, Excel","Hybrid","Small (1-50)"
"Graphic Designer","TCS","Delhi","Part-time","2000000.0","10+ years","2025-01-10","LinkedIn","PhD","Digital Marketing, Java, Python","Onsite","Small (1-50)"
"Business Analyst","Google","Ahmedabad","Part-time","650000.0","5-10 years","2025-01-07","LinkedIn","B.Tech","UI/UX, Java, Excel","Onsite","Small (1-50)"
"HR Manager","TCS","Bangalore","Contract","650000.0","10+ years","2025-01-03","LinkedIn","MBA","UI/UX, React, Excel","Remote","Small (1-50)"
"Cyber Security Analyst","HCL","Jaipur","Part-time","1600000.0","10+ years","2025-01-16","Indeed","B.Tech","AWS, Digital Marketing, Java","Remote","Small (1-50)"
"Cyber Security Analyst","Deloitte","Noida","Contract","650000.0","5-10 years","2025-01-17","Naukri.com","PhD","Digital Marketing, Python, UI/UX","Onsite","Medium (51-500)"
"Data Scientist","Amazon","Mumbai","Full-time","2000000.0","10+ years","2024-12-29","Naukri.com","MBA","Digital Marketing, Machine Learning, Python","Onsite","Large (500+)"
"Marketing Executive","TCS","Mumbai","Internship","400000.0","2-5 years","2025-01-21","Naukri.com","MBA","C++, Java, React","Hybrid","Small (1-50)"
"Business Analyst","HCL","Pune","Contract","650000.0","0-2 years","2025-01-20","Indeed","M.Tech","Excel, C++, Python","Remote","Large (500+)"
"Cyber Security Analyst","IBM","Jaipur","Full-time","1600000.0","5-10 years","2025-01-12","Naukri.com","MBA","Excel, C++, UI/UX","Remote","Large (500+)"
"HR Manager","HCL","Noida","Internship","650000.0","0-2 years","2025-01-07","Indeed","MBA","Java, Excel, SQL","Hybrid","Small (1-50)"
"Software Engineer","Wipro","Bangalore","Internship","400000.0","0-2 years","2024-12-23","LinkedIn","B.Tech","React, Python, Excel","Hybrid","Medium (51-500)"
"Software Engineer","HCL","Hyderabad","Full-time","1600000.0","10+ years","2025-01-12","Naukri.com","MBA","Excel, SQL, Digital Marketing","Hybrid","Large (500+)"
"Marketing Executive","Amazon","Jaipur","Contract","2000000.0","5-10 years","2025-01-18","LinkedIn","PhD","Java, SQL, AWS","Remote","Small (1-50)"
"Software Engineer","TCS","Noida","Full-time","400000.0","2-5 years","2025-01-17","Naukri.com","MBA","Excel, AWS, Machine Learning","Hybrid","Medium (51-500)"
"Product Manager","TCS","Mumbai","Part-time","650000.0","0-2 years","2025-01-20","Naukri.com","B.Sc","Digital Marketing, Java, SQL","Hybrid","Large (500+)"
"Software Engineer","HCL","Kolkata","Contract","650000.0","5-10 years","2025-01-20","Naukri.com","PhD","C++, Java, Excel","Hybrid","Small (1-50)"
"Sales Representative","TCS","Pune","Internship","1000000.0","10+ years","2025-01-22","Indeed","B.Tech","UI/UX, Machine Learning, Digital Marketing","Remote","Large (500+)"
"Graphic Designer","Wipro","Mumbai","Part-time","2000000.0","10+ years","2025-01-19","Naukri.com","MBA","AWS, Machine Learning, Digital Marketing","Onsite","Small (1-50)"
"Business Analyst","TCS","Pune","Full-time","1000000.0","0-2 years","2025-01-14","Indeed","MBA","Java, C++, AWS","Remote","Medium (51-500)"
"Sales Representative","Accenture","Kolkata","Part-time","2000000.0","0-2 years","2025-01-19","Indeed","B.Tech","SQL, React, Java","Hybrid","Small (1-50)"
"Data Scientist","Microsoft","Chennai","Part-time","1600000.0","5-10 years","2025-01-22","Naukri.com","M.Tech","AWS, Excel, UI/UX","Remote","Small (1-50)"
"Product Manager","Wipro","Jaipur","Full-time","400000.0","5-10 years","2025-01-10","Indeed","PhD","AWS, Excel, UI/UX","Remote","Large (500+)"
"Marketing Executive","Wipro","Delhi","Part-time","1600000.0","5-10 years","2024-12-24","Indeed","B.Sc","UI/UX, Digital Marketing, C++","Hybrid","Medium (51-500)"
"Sales Representative","Deloitte","Kolkata","Part-time","1000000.0","10+ years","2025-01-07","Naukri.com","B.Sc","Machine Learning, Digital Marketing, Java","Hybrid","Large (500+)"
"Data Scientist","Wipro","Delhi","Part-time","1000000.0","10+ years","2025-01-08","LinkedIn","MBA","Machine Learning, UI/UX, C++","Remote","Small (1-50)"
"Data Scientist","Wipro","Ahmedabad","Full-time","400000.0","10+ years","2024-12-23","Indeed","B.Tech","Java, Machine Learning, Python","Onsite","Small (1-50)"
"Product Manager","Google","Ahmedabad","Contract","400000.0","2-5 years","2024-12-26","LinkedIn","B.Tech","SQL, Machine Learning, Digital Marketing","Onsite","Medium (51-500)"
"Financial Analyst","Deloitte","Pune","Full-time","1000000.0","2-5 years","2025-01-14","Indeed","M.Tech","Python, Machine Learning, Excel","Hybrid","Large (500+)"
"Financial Analyst","Google","Noida","Full-time","650000.0","10+ years","2025-01-22","Naukri.com","MBA","Excel, Machine Learning, UI/UX","Remote","Small (1-50)"
"HR Manager","Google","Kolkata","Part-time","2000000.0","10+ years","2024-12-27","Indeed","M.Tech","SQL, C++, React","Remote","Large (500+)"
"Graphic Designer","HCL","Kolkata","Part-time","1600000.0","10+ years","2024-12-23","LinkedIn","PhD","SQL, C++, Python","Hybrid","Small (1-50)"
"Cyber Security Analyst","Google","Noida","Part-time","1000000.0","10+ years","2025-01-18","Naukri.com","B.Sc","C++, Digital Marketing, Machine Learning","Onsite","Medium (51-500)"
"Cyber Security Analyst","TCS","Ahmedabad","Full-time","400000.0","0-2 years","2024-12-31","Indeed","PhD","Python, C++, UI/UX","Hybrid","Small (1-50)"
"Data Scientist","Google","Pune","Internship","1000000.0","10+ years","2024-12-25","LinkedIn","MBA","SQL, Excel, AWS","Remote","Large (500+)"
"Data Scientist","Google","Pune","Full-time","1000000.0","0-2 years","2025-01-11","LinkedIn","B.Tech","UI/UX, C++, SQL","Onsite","Large (500+)"
"Sales Representative","IBM","Kolkata","Internship","400000.0","10+ years","2024-12-31","Naukri.com","MBA","C++, Java, Digital Marketing","Onsite","Small (1-50)"
"Cyber Security Analyst","Infosys","Kolkata","Full-time","1600000.0","10+ years","2025-01-10","Indeed","MBA","Python, Digital Marketing, C++","Remote","Small (1-50)"
"Software Engineer","HCL","Hyderabad","Full-time","400000.0","10+ years","2025-01-04","LinkedIn","B.Tech","Excel, Machine Learning, Python","Remote","Medium (51-500)"
"Graphic Designer","TCS","Ahmedabad","Internship","2000000.0","5-10 years","2025-01-20","LinkedIn","M.Tech","SQL, Excel, AWS","Onsite","Medium (51-500)"
"Cyber Security Analyst","HCL","Mumbai","Contract","400000.0","2-5 years","2025-01-10","LinkedIn","B.Sc","UI/UX, Python, AWS","Remote","Large (500+)"
"Financial Analyst","Microsoft","Pune","Part-time","400000.0","5-10 years","2025-01-11","Indeed","MBA","Machine Learning, Excel, SQL","Remote","Large (500+)"
"Sales Representative","Wipro","Pune","Part-time","1000000.0","0-2 years","2025-01-22","LinkedIn","M.Tech","Machine Learning, C++, Java","Hybrid","Medium (51-500)"
"Financial Analyst","Deloitte","Kolkata","Part-time","1600000.0","0-2 years","2024-12-26","Naukri.com","M.Tech","Java, Excel, UI/UX","Remote","Medium (51-500)"
"Sales Representative","HCL","Pune","Part-time","1600000.0","10+ years","2025-01-05","Naukri.com","M.Tech","Digital Marketing, Machine Learning, C++","Remote","Medium (51-500)"
"Financial Analyst","TCS","Hyderabad","Full-time","1600000.0","0-2 years","2025-01-16","LinkedIn","PhD","Python, Java, React","Remote","Small (1-50)"
"Software Engineer","HCL","Ahmedabad","Part-time","1600000.0","2-5 years","2025-01-21","Naukri.com","M.Tech","SQL, UI/UX, AWS","Hybrid","Large (500+)"
"Marketing Executive","Infosys","Hyderabad","Internship","1600000.0","10+ years","2025-01-06","Indeed","M.Tech","React, Python, AWS","Remote","Medium (51-500)"
"HR Manager","TCS","Jaipur","Part-time","2000000.0","10+ years","2024-12-27","Indeed","B.Tech","Digital Marketing, Python, Excel","Hybrid","Small (1-50)"
"Marketing Executive","Amazon","Ahmedabad","Part-time","1600000.0","2-5 years","2024-12-26","Naukri.com","B.Tech","Excel, Machine Learning, Java","Onsite","Large (500+)"
"Data Scientist","IBM","Pune","Part-time","400000.0","2-5 years","2024-12-23","Indeed","M.Tech","Machine Learning, Digital Marketing, Excel","Remote","Small (1-50)"
"HR Manager","IBM","Bangalore","Internship","1600000.0","0-2 years","2025-01-19","LinkedIn","MBA","Java, C++, Digital Marketing","Remote","Medium (51-500)"
"Software Engineer","Deloitte","Noida","Full-time","400000.0","10+ years","2025-01-19","Naukri.com","B.Tech","Machine Learning, Java, C++","Onsite","Small (1-50)"
"Marketing Executive","Amazon","Delhi","Internship","1600000.0","2-5 years","2025-01-11","Indeed","B.Sc","Python, AWS, UI/UX","Remote","Small (1-50)"
"Product Manager","Microsoft","Bangalore","Part-time","400000.0","5-10 years","2025-01-09","Indeed","M.Tech","Python, Machine Learning, React","Hybrid","Small (1-50)"
"Software Engineer","Deloitte","Kolkata","Contract","2000000.0","5-10 years","2024-12-23","Naukri.com","MBA","Java, C++, Machine Learning","Remote","Small (1-50)"
"HR Manager","Accenture","Hyderabad","Full-time","400000.0","5-10 years","2024-12-24","Indeed","PhD","UI/UX, Machine Learning, SQL","Onsite","Small (1-50)"
"Marketing Executive","Infosys","Delhi","Internship","1000000.0","5-10 years","2025-01-12","LinkedIn","M.Tech","Digital Marketing, Machine Learning, AWS","Remote","Medium (51-500)"
"Software Engineer","Accenture","Jaipur","Part-time","1600000.0","10+ years","2025-01-17","Naukri.com","B.Tech","Python, SQL, AWS","Remote","Large (500+)"
"Software Engineer","Wipro","Kolkata","Part-time","1600000.0","0-2 years","2025-01-11","Indeed","B.Tech","UI/UX, Java, AWS","Onsite","Large (500+)"
"HR Manager","Google","Hyderabad","Full-time","1000000.0","5-10 years","2025-01-11","Naukri.com","MBA","Excel, Java, Python","Hybrid","Large (500+)"
"Software Engineer","Deloitte","Kolkata","Contract","1000000.0","2-5 years","2024-12-27","Naukri.com","MBA","Java, React, Machine Learning","Onsite","Medium (51-500)"
"Graphic Designer","Infosys","Hyderabad","Internship","2000000.0","5-10 years","2025-01-07","LinkedIn","MBA","AWS, UI/UX, SQL","Hybrid","Medium (51-500)"
"Software Engineer","Deloitte","Jaipur","Contract","650000.0","2-5 years","2025-01-12","Indeed","PhD","Digital Marketing, Python, AWS","Remote","Medium (51-500)"
"Sales Representative","Microsoft","Jaipur","Full-time","650000.0","10+ years","2025-01-09","LinkedIn","MBA","React, AWS, C++","Onsite","Large (500+)"
